time,open,high,low,close,Volume,MA,MA,MA,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label
2026-03-02T07:00:00+09:00,109.67500,110.29300,109.67500,110.04900,2158,109.88218,110.90836,110.95150,29.01392,49.89493,,,,
2026-03-02T08:00:00+09:00,110.04900,110.73000,110.04800,110.51800,25522,109.89316,110.91463,110.93335,42.12933,49.08107,,,,
2026-03-02T09:00:00+09:00,110.51800,110.81800,110.44500,110.80000,33693,109.90481,110.92531,110.93065,48.31306,49.12868,,,,
2026-03-02T10:00:00+09:00,110.80000,111.22500,110.79200,111.01300,41693,109.91769,110.93905,110.92905,52.44630,49.69132,,,,
2026-03-02T11:00:00+09:00,111.01300,111.11400,110.86800,111.06000,26783,109.92954,110.95256,110.92865,53.33310,50.46763,,,,
2026-03-02T12:00:00+09:00,111.06000,111.19600,111.02000,111.13400,21891,109.94255,110.96552,110.92615,54.76346,51.03127,,,,
2026-03-02T13:00:00+09:00,111.13400,111.19900,110.95500,111.04700,21369,109.95498,110.97599,110.92515,52.71765,51.08366,,,,
2026-03-02T14:00:00+09:00,111.04700,111.13600,110.95500,110.99800,21027,109.96708,110.98536,110.92365,51.54960,50.44171,,,,
2026-03-02T15:00:00+09:00,110.99800,111.08200,110.82200,110.86400,30835,109.97850,110.98828,110.92230,48.39190,49.87264,,,,
2026-03-02T16:00:00+09:00,110.86400,110.97200,110.66400,110.79700,30768,109.99028,110.98991,110.92160,46.84671,49.42571,,,,
2026-03-02T17:00:00+09:00,110.79700,111.01100,110.71700,110.93600,31170,110.00281,110.99392,110.93070,50.38615,49.23160,,,,
2026-03-02T18:00:00+09:00,110.93600,111.20500,110.89700,111.13500,21873,110.01563,110.99887,110.94510,55.00556,49.51400,,,,
2026-03-02T19:00:00+09:00,111.13500,111.32800,111.11800,111.23700,20302,110.02932,111.00521,110.95860,57.20499,49.52530,,,,
2026-03-02T20:00:00+09:00,111.23700,111.26100,111.10100,111.18500,18610,110.04235,111.00881,110.95695,55.70989,49.84369,,,,
2026-03-02T21:00:00+09:00,111.18500,111.25500,111.03100,111.09500,25073,110.05495,111.01093,110.95565,53.12206,51.56570,,,,
2026-03-02T22:00:00+09:00,111.09500,111.36900,111.08100,111.16600,32226,110.06842,111.01269,110.96190,54.90182,52.47802,,,,
2026-03-02T23:00:00+09:00,111.16600,111.53700,111.08900,111.43400,40335,110.08317,111.01829,110.98155,60.93135,53.37932,,,,
2026-03-03T00:00:00+09:00,111.43400,111.69600,111.29000,111.33400,47106,110.09666,111.02113,110.99860,57.82473,53.76350,,,,
2026-03-03T01:00:00+09:00,111.33400,111.43700,111.10700,111.27600,31880,110.10962,111.02363,111.00470,56.04006,53.95685,,,,
2026-03-03T02:00:00+09:00,111.27600,111.47200,111.21300,111.46100,20475,110.12289,111.02871,111.02695,60.25381,54.34902,,,,
2026-03-03T03:00:00+09:00,111.46100,111.49300,111.38800,111.45100,14374,110.13620,111.03253,111.09705,59.91946,54.86344,,,,
2026-03-03T04:00:00+09:00,111.45100,111.68600,111.44600,111.63400,15852,110.15093,111.03828,111.15285,63.87045,55.74350,,,,
2026-03-03T05:00:00+09:00,111.63400,111.63400,111.36800,111.50400,34139,110.16517,111.04120,111.18805,59.39153,56.52918,,,,
2026-03-03T06:00:00+09:00,111.50400,111.62600,111.49400,111.59300,11826,110.18001,111.04456,111.21705,61.38784,57.56784,,,,
2026-03-03T07:00:00+09:00,111.59300,111.76500,111.56200,111.71100,2715,110.19345,111.04843,111.24960,63.92036,58.53457,,,,
2026-03-03T08:00:00+09:00,111.71100,111.80100,111.59000,111.69600,6702,110.20639,111.05260,111.27770,63.35153,59.13071,,,,
2026-03-03T09:00:00+09:00,111.69600,111.85200,111.58700,111.81700,20249,110.21994,111.05871,111.31620,65.98140,59.75759,,,,
2026-03-03T10:00:00+09:00,111.81700,112.08800,111.67400,111.68500,32328,110.23256,111.06440,111.35055,60.85135,60.12484,,,,
2026-03-03T11:00:00+09:00,111.68500,111.77900,111.50000,111.71200,24189,110.24565,111.07133,111.39295,61.51055,60.72402,,,,
2026-03-03T12:00:00+09:00,111.71200,111.87800,111.65300,111.80600,22279,110.26024,111.07949,111.44340,63.79616,61.35933,,,,
2026-03-03T13:00:00+09:00,111.80600,111.89100,111.75700,111.81100,18432,110.27420,111.08865,111.48715,63.91890,61.57272,,,,
2026-03-03T14:00:00+09:00,111.81100,111.86800,111.50400,111.56300,26928,110.28702,111.09523,111.50855,54.11884,61.30802,,,,
2026-03-03T15:00:00+09:00,111.56300,111.63400,111.35900,111.48800,28366,110.29960,111.10071,111.52110,51.54501,60.98694,,,,
2026-03-03T16:00:00+09:00,111.48800,111.64800,111.34900,111.41400,31374,110.31198,111.10499,111.53255,49.06552,60.18778,,,,
2026-03-03T17:00:00+09:00,111.41400,111.51300,111.08500,111.09500,34347,110.32222,111.10303,111.53255,40.10861,58.77272,,,,
2026-03-03T18:00:00+09:00,111.09500,111.31900,110.99000,111.00500,31629,110.32974,111.10032,111.52450,38.00090,56.92489,,,,
2026-03-03T19:00:00+09:00,111.00500,111.07100,110.72300,110.85200,30351,110.33624,111.09639,111.49540,34.66580,55.15877,,,,
2026-03-03T20:00:00+09:00,110.85200,110.94600,110.66100,110.78600,27722,110.34225,111.09412,111.46800,33.30780,53.15305,,,,
2026-03-03T21:00:00+09:00,110.78600,110.99200,110.71400,110.83900,36656,110.34960,111.09071,111.44615,35.49315,51.12254,,,,
2026-03-03T22:00:00+09:00,110.83900,110.85000,110.45000,110.64200,30657,110.35510,111.08663,111.40520,31.37750,48.83868,,,,
2026-03-03T23:00:00+09:00,110.64200,110.75700,109.98800,110.00600,51252,110.35720,111.07363,111.33295,22.36215,45.72302,,,,
