time,open,high,low,close,Volume,MA,MA,MA,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label
2026-03-02T07:00:00+09:00,1.17708,1.17708,1.17620,1.17646,0,1.18060,1.18086,1.18153,22.19291,52.60539,,,,
2026-03-02T07:15:00+09:00,1.17646,1.17647,1.17566,1.17603,0,1.18057,1.18080,1.18123,21.12049,50.05950,,,,
2026-03-02T07:30:00+09:00,1.17603,1.17714,1.17598,1.17714,0,1.18056,1.18076,1.18098,30.46194,48.20729,,,,
2026-03-02T07:45:00+09:00,1.17714,1.17761,1.17714,1.17745,0,1.18054,1.18072,1.18077,32.85358,46.22908,,,,
2026-03-02T08:00:00+09:00,1.17745,1.17874,1.17629,1.17778,0,1.18053,1.18068,1.18059,35.40063,44.64836,,,,
2026-03-02T08:15:00+09:00,1.17778,1.17787,1.17604,1.17623,0,1.18050,1.18061,1.18033,29.70163,42.71730,,,,
2026-03-02T08:30:00+09:00,1.17623,1.17663,1.17577,1.17662,0,1.18048,1.18055,1.18008,32.64001,40.74300,,,,
2026-03-02T08:45:00+09:00,1.17662,1.17673,1.17567,1.17590,0,1.18046,1.18048,1.17979,30.13566,38.54870,,,,
2026-03-02T09:00:00+09:00,1.17590,1.17708,1.17560,1.17701,0,1.18044,1.18043,1.17955,38.02977,36.86129,,,,
2026-03-02T09:15:00+09:00,1.17701,1.17761,1.17676,1.17703,0,1.18042,1.18038,1.17929,38.16534,35.98428,,,,
2026-03-02T09:30:00+09:00,1.17703,1.17713,1.17633,1.17707,0,1.18040,1.18033,1.17905,38.45534,35.29417,,,,
2026-03-02T09:45:00+09:00,1.17707,1.17782,1.17668,1.17775,0,1.18038,1.18029,1.17884,43.32178,34.87946,,,,
2026-03-02T10:00:00+09:00,1.17775,1.17893,1.17752,1.17874,0,1.18037,1.18026,1.17866,49.57338,35.19856,,,,
2026-03-02T10:15:00+09:00,1.17874,1.17891,1.17807,1.17849,0,1.18036,1.18024,1.17847,48.12968,35.01301,,,,
2026-03-02T10:30:00+09:00,1.17849,1.17943,1.17833,1.17909,0,1.18035,1.18022,1.17830,51.76068,37.12499,,,,
2026-03-02T10:45:00+09:00,1.17909,1.17927,1.17879,1.17919,0,1.18034,1.18021,1.17818,52.35926,39.35633,,,,
2026-03-02T11:00:00+09:00,1.17919,1.17933,1.17844,1.17854,0,1.18032,1.18018,1.17804,48.17483,40.62154,,,,
2026-03-02T11:15:00+09:00,1.17854,1.17857,1.17809,1.17834,0,1.18031,1.18015,1.17788,46.93199,41.62714,,,,
2026-03-02T11:30:00+09:00,1.17834,1.17888,1.17831,1.17859,0,1.18029,1.18011,1.17775,48.71312,42.57803,,,,
2026-03-02T11:45:00+09:00,1.17859,1.17893,1.17847,1.17886,0,1.18027,1.18007,1.17762,50.63995,44.07363,,,,
2026-03-02T12:00:00+09:00,1.17886,1.17944,1.17883,1.17908,0,1.18026,1.18004,1.17775,52.21528,45.47186,,,,
2026-03-02T12:15:00+09:00,1.17908,1.17958,1.17902,1.17939,0,1.18025,1.18002,1.17791,54.42262,47.20664,,,,
2026-03-02T12:30:00+09:00,1.17939,1.17953,1.17907,1.17926,0,1.18023,1.18000,1.17802,53.31048,48.29812,,,,
2026-03-02T12:45:00+09:00,1.17926,1.17932,1.17882,1.17886,0,1.18021,1.17997,1.17809,49.92954,49.13842,,,,
2026-03-02T13:00:00+09:00,1.17886,1.17903,1.17870,1.17877,0,1.18019,1.17995,1.17814,49.17387,49.90403,,,,
