symbol,depth,bar_date_time,resistance,resistance_fractal,support,support_fractal,high,low,backstep_high,backstep_low,fractal_high,fractal_low,resistance_bar_date_time,resistance_fractal_bar_date_time,support_bar_date_time,support_fractal_bar_date_time,high_bar_date_time,low_bar_date_time,backstep_high_bar_date_time,backstep_low_bar_date_time,backstep_up,backstep_down,wave,up_trend,break_resistance,break_support
AUDJPY,12,"2026-02-28 06:00:00",111.47800,111.29800,108.80400,110.26100,111.29800,110.89800,111.10800,110.64300,111.47800,110.26100,"2026-02-26 04:00:00","2026-02-28 00:00:00","2026-02-24 02:00:00","2026-02-27 00:00:00","2026-02-28 00:00:00","2026-02-28 04:00:00","2026-02-27 15:00:00","2026-02-27 22:00:00",0,0,2,,\0,\0
AUDJPY,12,"2026-02-28 05:00:00",111.47800,111.29800,108.80400,110.26100,111.29800,110.89800,111.10800,110.64300,111.47800,110.26100,"2026-02-26 04:00:00","2026-02-28 00:00:00","2026-02-24 02:00:00","2026-02-27 00:00:00","2026-02-28 00:00:00","2026-02-28 04:00:00","2026-02-27 15:00:00","2026-02-27 22:00:00",0,0,2,,\0,\0
AUDJPY,12,"2026-02-28 04:00:00",111.47800,111.29800,108.80400,110.26100,111.29800,110.89800,111.10800,110.64300,111.47800,110.26100,"2026-02-26 04:00:00","2026-02-28 00:00:00","2026-02-24 02:00:00","2026-02-27 00:00:00","2026-02-28 00:00:00","2026-02-28 04:00:00","2026-02-27 15:00:00","2026-02-27 22:00:00",0,0,2,,\0,\0
AUDJPY,12,"2026-02-28 03:00:00",111.47800,111.29800,108.80400,110.26100,111.29800,110.97400,111.10800,110.64300,111.47800,110.26100,"2026-02-26 04:00:00","2026-02-28 00:00:00","2026-02-24 02:00:00","2026-02-27 00:00:00","2026-02-28 00:00:00","2026-02-28 02:00:00","2026-02-27 15:00:00","2026-02-27 22:00:00",0,0,2,,\0,\0
AUDJPY,12,"2026-02-28 02:00:00",111.47800,111.29800,108.80400,110.26100,111.29800,110.97400,111.10800,110.64300,111.47800,110.26100,"2026-02-26 04:00:00","2026-02-28 00:00:00","2026-02-24 02:00:00","2026-02-27 00:00:00","2026-02-28 00:00:00","2026-02-28 02:00:00","2026-02-27 15:00:00","2026-02-27 22:00:00",0,0,2,,\0,\0
AUDJPY,12,"2026-02-28 01:00:00",111.47800,111.29800,108.80400,110.26100,111.29800,111.08000,111.10800,110.64300,111.47800,110.26100,"2026-02-26 04:00:00","2026-02-28 00:00:00","2026-02-24 02:00:00","2026-02-27 00:00:00","2026-02-28 00:00:00","2026-02-28 01:00:00","2026-02-27 15:00:00","2026-02-27 22:00:00",0,0,2,,\0,\0
AUDJPY,12,"2026-02-28 00:00:00",111.47800,111.29800,108.80400,110.26100,111.29800,111.29800,111.10800,110.64300,111.47800,110.26100,"2026-02-26 04:00:00","2026-02-28 00:00:00","2026-02-24 02:00:00","2026-02-27 00:00:00","2026-02-28 00:00:00","2026-02-28 00:00:00","2026-02-27 15:00:00","2026-02-27 22:00:00",0,0,2,,\0,\0
AUDJPY,12,"2026-02-27 23:00:00",111.47800,111.22700,108.80400,110.26100,111.22700,110.64300,111.10800,110.64300,111.47800,110.26100,"2026-02-26 04:00:00","2026-02-27 16:00:00","2026-02-24 02:00:00","2026-02-27 00:00:00","2026-02-27 16:00:00","2026-02-27 22:00:00","2026-02-27 15:00:00","2026-02-27 22:00:00",0,2,2,,\0,\0
AUDJPY,12,"2026-02-27 22:00:00",111.47800,111.22700,108.80400,110.26100,111.22700,110.64300,111.10800,110.64300,111.47800,110.26100,"2026-02-26 04:00:00","2026-02-27 16:00:00","2026-02-24 02:00:00","2026-02-27 00:00:00","2026-02-27 16:00:00","2026-02-27 22:00:00","2026-02-27 15:00:00","2026-02-27 22:00:00",0,1,2,,\0,\0
AUDJPY,12,"2026-02-27 21:00:00",111.47800,111.22700,108.80400,110.26100,111.22700,110.73100,111.10800,110.98500,111.47800,110.26100,"2026-02-26 04:00:00","2026-02-27 16:00:00","2026-02-24 02:00:00","2026-02-27 00:00:00","2026-02-27 16:00:00","2026-02-27 21:00:00","2026-02-27 15:00:00","2026-02-26 12:00:00",0,0,2,,\0,\0
